site,status,health,root_stone,latitude,longitude,,
Front,Alive,Good,No,40.61934839,-74.03310249,,
Front,Alive,Good,No,40.87108487,-73.83842961,,
Front,Alive,Good,No,40.67257332,-73.96520555,,
Front,Alive,Good,No,40.77056338,-73.96444967,,
Adjacent,Alive,Good,Yes,40.70111613,-73.88500466,,
Adjacent,Alive,Good,No,40.66552305,-73.93970508,,
Median,Alive,Good,No,40.68970547,-73.90537054,,
Side,Stump,Stump,No,40.77241427,-73.90915619,,
Front,Alive,Good,Yes,40.69439371,-73.8447209,,
Front,Alive,Good,No,40.64811102,-74.01239731,,
Front,Alive,Good,No,40.63151026,-74.10718044,,
Front,Alive,Good,No,40.71490509,-73.73506741,,
Adjacent,Alive,Good,No,40.7523114,-73.94323931,,
Front,Alive,Poor,No,40.60653816,-74.08830224,,
Front,Alive,Good,Yes,40.68623219,-73.98909081,,
Front,Alive,Fair,No,40.53690141,-74.19778345,,
Adjacent,Alive,Good,No,40.66958147,-73.7638721,,
Front,Alive,Fair,No,40.72087928,-73.80954972,,
Front,Alive,Good,Yes,40.52702638,-74.21885238,,
Front,Alive,Good,No,40.69413566,-73.82458611,,
Side,Alive,Fair,No,40.71362943,-73.99775526,,
Assigned/Across,Alive,Good,No,40.67091343,-73.73040601,,
Front,Alive,Good,No,40.81833043,-73.89004058,,
Front,Alive,Fair,No,40.67835791,-73.88934951,,
Front,Alive,Good,No,40.73405214,-73.99684184,,
Adjacent,Alive,Good,No,40.54589915,-74.16941984,,
Front,Alive,Good,Yes,40.6945113,-73.9310115,,
Side,Alive,Good,No,40.65626962,-73.89009203,,
Front,Alive,Good,No,40.7338006,-73.82281053,,
Median,Alive,Fair,No,40.76726005,-73.82885628,,
Front,Alive,Fair,Yes,40.68241258,-73.91716141,,
Across/Side,Alive,Good,Yes,40.76558629,-73.8915613,,
Adjacent,Alive,Good,No,40.83419299,-73.8924658,,
Front,Alive,Good,No,40.82756874,-73.85057654,,
Across,Alive,Good,No,40.62027221,-74.01472724,,
Assigned,Alive,Good,No,40.74601566,-73.77533356,,
Front,Alive,Fair,No,40.87041613,-73.86343071,,
Front,Alive,Good,No,40.58784955,-74.14825317,,
Front,Alive,Good,No,40.81964023,-73.86453426,,
Front,Alive,Fair,No,40.79059089,-73.81000305,,
Front,Alive,Good,No,40.55496025,-74.20200117,,
Adjacent,Alive,Good,No,40.69105811,-73.73724253,,
Front,Alive,Good,No,40.78066042,-73.79804645,,
Front,Alive,Good,Yes,40.73508565,-73.93856747,,
Front,Alive,Good,No,40.57508405,-73.86134894,,
Front,Alive,Good,No,40.55828125,-74.14437006,,
Front,Alive,Good,Yes,40.663588,-73.86619599,,
Front,Alive,Fair,No,40.73121201,-73.74220748,,
Front,Alive,Good,No,40.76149127,-73.991867,,
Front,Alive,Good,No,40.72906989,-73.88196784,,
Assigned,Alive,Fair,No,40.66713089,-73.80530975,,
Side,Alive,Good,No,40.71931785,-73.74585239,,
Front,Alive,Good,No,40.62758463,-74.14185136,,
Front,Alive,Good,No,40.75343386,-73.87152739,,
Front,Alive,Fair,Yes,40.65592251,-73.91495629,,
Front,Alive,Good,No,40.64310431,-73.9856364,,
Front,Alive,Good,No,40.82922577,-73.90031677,,
Front,Alive,Fair,No,40.69410451,-73.80327187,,
Front,Alive,Good,Yes,40.71440994,-73.78748776,,
Front,Alive,Good,No,40.60251386,-73.99157814,,
Front,Alive,Good,No,40.73211389,-73.89829012,,
Front,Alive,Fair,No,40.74532345,-73.82133779,,
Front,Alive,Good,No,40.73291436,-73.70479718,,
Front,Alive,Good,No,40.70781393,-73.7592289,,
Front,Alive,Good,No,40.69449763,-73.97001909,,
Front,Alive,Good,Yes,40.83080316,-73.84870271,,
Front,Alive,Good,No,40.72999115,-73.97911331,,
Front,Alive,Good,No,40.70853739,-73.87422347,,
Front,Alive,Good,No,40.82473789,-73.85445211,,
Front,Alive,Good,No,40.77858775,-73.97541893,,
Assigned,Alive,Fair,No,40.70232376,-73.82497803,,
Across,Alive,Good,No,40.73294787,-73.82225842,,
Assigned/Side,Alive,Poor,No,40.76705997,-73.96788366,,
Adjacent,Alive,Good,Yes,40.59927556,-73.96019061,,
Across,Alive,Good,No,40.87798204,-73.84989924,,
Front,Alive,Good,No,40.82627054,-73.91735663,,
Front,Alive,Fair,No,40.879387,-73.83565265,,
Front,Alive,Good,No,40.59769706,-73.74442485,,
Front,Alive,Good,No,40.64139081,-73.93516737,,
Adjacent,Alive,Good,No,40.60943118,-73.91339474,,
Assigned,Dead,Dead,No,40.83042965,-73.90728966,,
Front,Alive,Good,No,40.67029734,-73.94079439,,
Side,Alive,Good,No,40.56229236,-74.12525964,,
Front,Alive,Good,No,40.70802987,-73.89668973,,
Front,Alive,Good,No,40.6795178,-73.74623933,,
Front,Alive,Good,No,40.78940584,-73.84315621,,
Front,Alive,Good,No,40.75033534,-73.75902677,,
Adjacent,Alive,Good,No,40.81042058,-73.89335944,,
Front,Alive,Good,No,40.69870401,-73.83698321,,
Side,Dead,Dead,No,40.85044979,-73.90452504,,
Side,Alive,Good,No,40.8990434,-73.84505533,,
Side,Alive,Good,No,40.71900487,-73.79439297,,
Front,Alive,Good,No,40.72836991,-73.73908175,,
Side,Alive,Good,No,40.89243823,-73.85692458,,
Front,Dead,Dead,No,40.61234086,-73.97157949,,
Front,Alive,Good,No,40.61787037,-74.12372226,,
Front,Alive,Poor,No,40.83947355,-73.94114019,,
Side,Alive,Good,No,40.77153522,-73.95101618,,
Front,Alive,Good,No,40.74620596,-73.89357503,,
Front,Alive,Good,No,40.86122532,-73.9022927,,
Across,Alive,Good,No,40.87722191,-73.84971423,,
Across,Alive,Good,No,40.84954453,-73.90769234,,
Front,Alive,Good,No,40.63820908,-73.95429785,,
Side,Alive,Good,No,40.59658418,-73.93426444,,
Front,Alive,Good,No,40.8701144,-73.8633025,,
Adjacent,Alive,Good,No,40.83316575,-73.84511517,,
Front,Alive,Fair,No,40.54127776,-74.17525365,,
Side,Alive,Fair,No,40.66090568,-73.86460303,,
Across,Alive,Good,No,40.58903256,-73.94521651,,
Across,Alive,Good,No,40.55349127,-74.13196712,,
Front,Alive,Good,No,40.63614445,-74.12891026,,
Across,Alive,Good,No,40.89518801,-73.85288973,,
Front,Alive,Good,No,40.89630207,-73.84204094,,
Front,Alive,Good,No,40.66785979,-73.90067409,,
Front,Alive,Fair,No,40.73278263,-73.78176314,,
Front,Alive,Good,No,40.68175859,-73.97181175,,
Front,Alive,Good,No,40.69957639,-73.77834087,,
Side,Alive,Good,No,40.72689249,-73.98539953,,
Front,Alive,Good,Yes,40.59726804,-73.74719189,,
Front,Alive,Good,Yes,40.7248524,-73.80150071,,
Front,Alive,Good,No,40.70484384,-73.89230956,,
Front,Alive,Good,No,40.55645224,-74.14954319,,
Front,Alive,Good,No,40.62689138,-73.99351274,,
Front,Stump,Stump,No,40.87103304,-73.86435147,,
Front,Alive,Good,No,40.85236566,-73.88242817,,
Across,Alive,Good,Yes,40.75727214,-73.8635696,,
Front,Alive,Fair,No,40.83181831,-73.81576161,,
Front,Alive,Good,No,40.62880054,-74.16530114,,
Front,Alive,Good,No,40.62094181,-74.02994603,,
Adjacent,Alive,Good,No,40.84086206,-73.90934946,,
Assigned,Alive,Good,No,40.59317936,-74.06671111,,
Median,Alive,Good,No,40.68812613,-73.95951044,,
Across,Alive,Good,Yes,40.62337601,-73.97272641,,
Front,Alive,Good,Yes,40.89207977,-73.84806262,,
Side,Alive,Good,Yes,40.61532342,-73.9000663,,
Across,Alive,Good,No,40.65190989,-73.83916455,,
Adjacent,Alive,Good,Yes,40.69343849,-73.74928799,,
Side,Alive,Good,Yes,40.62513407,-74.07488281,,
Across,Alive,Good,No,40.72354125,-73.81145043,,
Across,Alive,Good,No,40.76908301,-73.87158999,,
Across/Side,Dead,Dead,No,40.58037703,-73.8485663,,
Front,Alive,Good,No,40.77855304,-73.84507867,,
Adjacent,Alive,Good,No,40.59208611,-73.96524497,,
Front,Alive,Fair,No,40.813997,-73.86402138,,
Median,Alive,Good,Yes,40.5995367,-74.0058237,,
Across,Alive,Good,Yes,40.71323273,-73.76349201,,
Side,Alive,Good,No,40.68863095,-73.92898155,,
Front,Alive,Good,No,40.71989502,-73.75410643,,
Front,Alive,Good,No,40.75782036,-73.73977671,,
Front,Alive,Good,Yes,40.86234051,-73.92509394,,
Front,Alive,Good,No,40.74454102,-73.9788219,,
Front,Alive,Fair,No,40.55069279,-74.18009939,,
Side,Alive,Good,No,40.560337,-74.11372714,,
Front,Alive,Good,No,40.69703802,-73.83332211,,
Assigned,Alive,Good,Yes,40.68816182,-73.78283152,,
Front,Alive,Good,No,40.8613919,-73.83985686,,
Front,Alive,Good,No,40.7612464,-73.7868243,,
Front,Alive,Good,No,40.81312607,-73.88618831,,
Front,Alive,Good,No,40.86663198,-73.84805686,,
Front,Alive,Fair,No,40.59980268,-73.7601053,,
Adjacent,Alive,Good,No,40.61235965,-74.14062608,,
Front,Alive,Good,No,40.71576943,-73.85576481,,
Front,Alive,Good,No,40.76752508,-73.76480346,,
Side,Alive,Good,No,40.69821458,-73.82258532,,
Front,Alive,Poor,No,40.64205842,-73.99193144,,
Side,Alive,Good,Yes,40.59619165,-73.95691099,,
Front,Alive,Fair,Yes,40.65876663,-73.90608116,,
Front,Alive,Poor,No,40.55795084,-74.11313224,,
Front,Alive,Good,No,40.63847861,-73.96479323,,
Side,Alive,Good,Yes,40.61237149,-73.93932219,,
Across,Alive,Good,No,40.76625318,-73.87334114,,
Side,Alive,Fair,No,40.73939076,-73.85978692,,
Front,Alive,Fair,No,40.68277748,-73.817507,,
Adjacent,Alive,Good,No,40.72702375,-73.94560885,,
Front,Alive,Good,No,40.76996317,-73.76625477,,
Front,Alive,Good,No,40.53598581,-74.16317483,,
Adjacent,Alive,Good,Yes,40.70237831,-73.92041606,,
Front,Alive,Good,Yes,40.70243484,-73.80201493,,
Front,Alive,Good,No,40.60634716,-73.90479011,,
Median,Alive,Fair,Yes,40.71057096,-73.91826136,,
Front,Alive,Good,No,40.7360174,-73.84733464,,
Front,Alive,Good,No,40.7388065,-73.70496157,,
Adjacent,Stump,Stump,No,40.88748007,-73.91691443,,
Front,Alive,Good,No,40.61716172,-73.93580113,,
Across,Alive,Good,No,40.76268276,-73.75449916,,
Side,Alive,Good,No,40.70619604,-73.90069507,,
Front,Alive,Good,No,40.81465299,-73.81619486,,
Front,Alive,Good,No,40.56619989,-74.10397767,,
Front,Alive,Good,No,40.61611636,-74.12114772,,
Front,Alive,Good,Yes,40.70915563,-73.95558234,,
Front,Alive,Good,No,40.5651506,-74.18401323,,
Adjacent,Alive,Good,Yes,40.6673586,-73.9551561,,
Front,Alive,Good,Yes,40.75818516,-73.89052061,,
Front,Alive,Good,No,40.68681237,-73.80882751,,
Side,Alive,Fair,No,40.67951931,-73.76578448,,
Front,Alive,Good,No,40.63342154,-74.03695682,,
Front,Alive,Good,No,40.63456253,-73.91020098,,
Front,Alive,Good,No,40.75103026,-73.70481703,,
Front,Alive,Fair,No,40.5291912,-74.19796591,,
Side,Alive,Fair,Yes,40.62803878,-74.15645487,,
Side,Alive,Good,No,40.61273551,-74.14912182,,
Front,Alive,Fair,No,40.74584787,-73.82085617,,
Front,Alive,Good,No,40.79813305,-73.97389065,,
Across,Alive,Fair,No,40.68888192,-73.96604391,,
Adjacent,Dead,Dead,No,40.84637828,-73.93758112,,
Front,Alive,Good,Yes,40.59706746,-73.94220488,,
Across,Alive,Good,Yes,40.5987987,-74.16410935,,
Front,Alive,Good,No,40.77272629,-73.88923108,,
Side,Alive,Good,Yes,40.71676026,-73.94397654,,
Front,Alive,Good,No,40.83419926,-73.81932059,,
Adjacent,Alive,Fair,No,40.77137286,-73.96138213,,
Front,Alive,Good,No,40.60787701,-73.75910994,,
Front,Alive,Fair,No,40.62529268,-73.95969251,,
Adjacent,Alive,Good,No,40.76556612,-73.76311668,,
Front,Alive,Good,No,40.71723806,-73.88316858,,
Front,Alive,Fair,No,40.81347444,-73.9369625,,
Front,Stump,Stump,No,40.67813022,-73.82593386,,
Side,Alive,Poor,No,40.55865142,-74.14676766,,
Side,Alive,Poor,No,40.55489649,-74.21415398,,
Front,Alive,Good,No,40.86647077,-73.83219858,,
Across,Alive,Good,No,40.69427897,-73.93951641,,
Front,Alive,Good,No,40.74796662,-73.91969135,,
Front,Alive,Good,Yes,40.79529075,-73.96504627,,
Front,Alive,Poor,No,40.87151069,-73.87991533,,
Front,Alive,Good,No,40.68368338,-73.84594769,,
Front,Alive,Good,No,40.75773879,-73.9613471,,
Front,Alive,Fair,No,40.61420196,-73.95730486,,
Front,Alive,Good,No,40.69263952,-73.7394801,,
Side,Dead,Dead,No,40.55531074,-74.11824251,,
Front,Dead,Dead,No,40.72796307,-73.94028158,,
Across,Alive,Good,No,40.60251829,-74.164873,,
Front,Alive,Good,No,40.7134636,-73.94050338,,
Side,Alive,Fair,Yes,40.73399337,-73.79842241,,
Side,Alive,Fair,No,40.51870095,-74.2113425,,
Adjacent,Alive,Good,No,40.75528279,-73.85630438,,
Across,Alive,Good,No,40.61271345,-73.95379529,,
Front,Alive,Good,No,40.80716581,-73.91371454,,
Front,Alive,Good,No,40.74153689,-73.86576624,,
Front,Alive,Good,No,40.55372198,-74.18268766,,
Front,Alive,Good,No,40.81327106,-73.95037533,,
Adjacent,Alive,Good,No,40.5013558,-74.2481927,,
Front,Alive,Good,No,40.565211,-74.11147837,,
Front,Alive,Good,No,40.72262634,-73.87498308,,
Across,Alive,Good,No,40.70742602,-73.75784755,,
Front,Alive,Poor,No,40.69295933,-73.73931293,,
Front,Alive,Good,No,40.62456876,-74.15125704,,
Side,Alive,Good,No,40.78450275,-73.91622611,,
Front,Alive,Good,No,40.54174837,-74.14520616,,
Side,Alive,Good,No,40.7486562,-73.91198883,,
Front,Alive,Fair,Yes,40.82308914,-73.90032012,,
Median,Alive,Good,Yes,40.81760961,-73.89610868,,
Front,Alive,Good,No,40.83719752,-73.86006158,,
Front,Alive,Good,Yes,40.72295282,-73.94761302,,
Front,Alive,Good,No,40.52013975,-74.19968407,,
Assigned,Alive,Good,No,40.84677813,-73.82201857,,
Front,Alive,Good,No,40.58862699,-74.1605657,,
Assigned,Alive,Fair,No,40.61828739,-74.07367801,,
Front,Alive,Good,No,40.63830139,-73.90366122,,
Front,Alive,Good,No,40.61335216,-74.06740699,,
Front,Alive,Good,No,40.70506561,-73.83657066,,
Front,Alive,Fair,No,40.75279868,-73.85778701,,
Side,Alive,Good,Yes,40.5590812,-74.15697052,,
Front,Alive,Good,No,40.60567771,-73.95472632,,
Front,Dead,Dead,No,40.70020582,-73.9247396,,
Side,Alive,Good,No,40.70212581,-73.94651487,,
Front,Alive,Good,Yes,40.75197585,-73.89602249,,
Adjacent,Alive,Fair,Yes,40.57875451,-74.1130262,,
Front,Alive,Fair,Yes,40.76326621,-73.72183926,,
Front,Alive,Poor,No,40.81746587,-73.92351526,,
Front,Alive,Good,Yes,40.60326576,-73.74590189,,
Front,Stump,Stump,No,40.6441719,-73.99530127,,
Front,Alive,Good,No,40.66275615,-73.98365333,,
Front,Alive,Good,No,40.63843177,-73.94815819,,
Front,Alive,Good,No,40.75301969,-73.75221664,,
Side,Alive,Good,No,40.84073008,-73.8328399,,
Front,Alive,Good,No,40.77395079,-73.81971153,,
Front,Alive,Good,Yes,40.72129688,-73.73113386,,
Front,Alive,Good,No,40.86342239,-73.84073464,,
Front,Alive,Good,No,40.67491069,-73.94731584,,
Assigned,Stump,Stump,No,40.60960641,-73.76298778,,
Front,Alive,Good,No,40.74377933,-73.71454807,,
Front,Alive,Good,No,40.81978114,-73.87546108,,
Front,Alive,Good,No,40.78308755,-73.94437848,,
Adjacent,Alive,Good,No,40.52822509,-74.21306285,,
Front,Alive,Good,Yes,40.66679123,-73.94479517,,
Side,Alive,Good,No,40.73916913,-73.70851781,,
Assigned,Alive,Good,No,40.79169223,-73.84802384,,
Front,Alive,Fair,No,40.87189334,-73.90645301,,
Side,Alive,Poor,No,40.75997967,-73.83470373,,
Front,Alive,Fair,No,40.70237278,-74.01143532,,
Front,Alive,Good,No,40.77219152,-73.82648177,,
Across/Side,Alive,Good,No,40.71388121,-73.81266592,,
Front,Alive,Poor,No,40.60504741,-74.095874,,
Front,Alive,Fair,No,40.68616779,-73.95047942,,
Front,Alive,Good,No,40.81577587,-73.93900572,,
Front,Alive,Good,No,40.70366408,-73.94098604,,
Front,Alive,Good,No,40.68238582,-73.73739334,,
Front,Alive,Fair,No,40.82777179,-73.82892941,,
Front,Alive,Good,Yes,40.72452621,-73.98452686,,
Side,Alive,Fair,Yes,40.83626709,-73.93894805,,
Side,Alive,Fair,No,40.67621445,-73.87374442,,
Front,Alive,Good,No,40.61439135,-74.07186,,
Front,Alive,Good,Yes,40.54381818,-74.15226835,,
Across,Alive,Poor,No,40.70038223,-73.74797925,,
Front,Alive,Good,No,40.85701981,-73.84927897,,
Side,Alive,Good,No,40.72931491,-73.74062005,,
Front,Alive,Fair,No,40.7594045,-73.73119788,,
Side,Alive,Good,Yes,40.84295563,-73.88390512,,
Side,Alive,Good,No,40.67448046,-73.88977926,,
Front,Alive,Poor,Yes,40.70778223,-73.91354431,,
Assigned,Alive,Good,No,40.7429812,-74.00050083,,
Front,Alive,Good,No,40.61172387,-73.90811651,,
Assigned,Alive,Good,No,40.62492425,-73.9680521,,
Front,Alive,Fair,No,40.72210592,-73.80484681,,
Side,Alive,Good,No,40.84184904,-73.88160971,,
Front,Alive,Good,No,40.5238893,-74.18664905,,
Front,Alive,Good,Yes,40.62071517,-74.01068963,,
Side,Alive,Good,No,40.54698047,-74.18551529,,
Front,Alive,Good,No,40.53802871,-74.19105886,,
Side,Alive,Good,No,40.62607692,-74.15197697,,
Front,Alive,Good,No,40.59704461,-73.96868205,,
Adjacent,Alive,Good,No,40.61757922,-74.03781781,,
Front,Alive,Good,No,40.73234014,-73.71941603,,
Front,Dead,Dead,No,40.73867461,-73.78875134,,
Front,Alive,Good,No,40.53845202,-74.15469387,,
Front,Alive,Good,No,40.60719802,-73.81939664,,
Front,Alive,Good,No,40.61438101,-73.99591353,,
Front,Alive,Good,No,40.63084468,-73.95257398,,
Side,Alive,Good,Yes,40.61508778,-74.01580515,,
Adjacent,Alive,Good,Yes,40.58789599,-73.9434466,,
Front,Alive,Good,No,40.6100291,-73.76529641,,
Front,Alive,Good,No,40.87480003,-73.8774556,,
Front,Alive,Good,No,40.55465882,-74.13368627,,
Front,Alive,Good,No,40.84512308,-73.91118602,,
Adjacent,Alive,Good,No,40.72655157,-73.88598993,,
